ID,E (GPa),sy1,sy (GPa),n,hm (um),nu,base2,ref,refi,localstringt2D,Wp/Wt,C (GPa),dP/dh (N/m)
389,100.806,1.969671916,3.93,0.33,0.5,0.2,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.806 sy=3.93 n=0.33 nu=0.2 hm=0.5 base=2D_r0_00b contact_penalty=1e4 prefix=389,,,
390,74.168,1.504071357,2.5,0.33,0.6,0.2,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=74.168 sy=2.5 n=0.33 nu=0.2 hm=0.6 base=2D_r0_00b contact_penalty=1e4 prefix=390,,,
391,185.734,4.697898647,6.71,0.33,0.7,0.2,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=185.734 sy=6.71 n=0.33 nu=0.2 hm=0.7 base=2D_r0_00b contact_penalty=1e4 prefix=391,,,
392,21.538,0.683477487,3.41,0.33,0.2,0.2,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=21.538 sy=3.41 n=0.33 nu=0.2 hm=0.2 base=2D_r0_05b prefix=392,,,
393,145.74,5.298021123,35.32,0.33,0.15,0.2,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=35.32 n=0.33 nu=0.2 hm=0.15 base=2D_r0_05b prefix=393,,,
394,10,0.3,1.2,0.33,0.25,0.2,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=1.2 n=0.33 nu=0.2 hm=0.25 base=2D_r0_05b prefix=394,,,
395,24.52,0.0368,0.1,0.33,0.35,0.2,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.52 sy=0.1 n=0.33 nu=0.2 hm=0.35 base=2D_r0_05b prefix=395,,,
396,200.94,1.7915,3.98,0.33,0.45,0.2,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.94 sy=3.98 n=0.33 nu=0.2 hm=0.45 base=2D_r0_10b prefix=396,,,
397,122.03,1.8229,18.22,0.33,0.1,0.2,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.03 sy=18.22 n=0.33 nu=0.2 hm=0.1 base=2D_r0_10b prefix=397,,,
398,100.81,1.9697,6.56,0.33,0.3,0.2,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.81 sy=6.56 n=0.33 nu=0.2 hm=0.3 base=2D_r0_10b prefix=398,,,
399,145.74,5.298,13.24,0.33,0.4,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=13.24 n=0.33 nu=0.3 hm=0.4 base=2D_r0_10b prefix=399,,,
400,10,0.03,0.06,0.33,0.5,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.06 n=0.33 nu=0.3 hm=0.5 base=2D_r0_20b prefix=400,,,
401,10,0.03,0.05,0.33,0.6,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.05 n=0.33 nu=0.3 hm=0.6 base=2D_r0_20b prefix=401,,,
402,10,0.03,0.04,0.33,0.7,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.04 n=0.33 nu=0.3 hm=0.7 base=2D_r0_20b prefix=402,,,
403,10,0.03,0.15,0.33,0.2,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.15 n=0.33 nu=0.3 hm=0.2 base=2D_r0_20b prefix=403,,,
404,10,0.1,0.66,0.33,0.15,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.66 n=0.33 nu=0.3 hm=0.15 base=2D_r0_00 contact_penalty=1e4 prefix=404,,,
405,10,0.1,0.4,0.33,0.25,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.4 n=0.33 nu=0.3 hm=0.25 base=2D_r0_00 contact_penalty=1e4 prefix=405,,,
406,10,0.1,0.28,0.33,0.35,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.28 n=0.33 nu=0.3 hm=0.35 base=2D_r0_00b contact_penalty=1e4 prefix=406,,,
407,10,0.1,0.22,0.33,0.45,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.22 n=0.33 nu=0.3 hm=0.45 base=2D_r0_00b contact_penalty=1e4 prefix=407,,,
408,10,0.3,3,0.33,0.1,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=3 n=0.33 nu=0.3 hm=0.1 base=2D_r0_05 prefix=408,,,
409,10,0.3,1,0.33,0.3,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=1 n=0.33 nu=0.3 hm=0.3 base=2D_r0_05 prefix=409,,,
410,10,0.3,0.75,0.33,0.4,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.75 n=0.33 nu=0.3 hm=0.4 base=2D_r0_05b prefix=410,,,
411,10,0.3,0.6,0.33,0.5,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.6 n=0.33 nu=0.3 hm=0.5 base=2D_r0_05b prefix=411,,,
412,50,0.2,0.33,0.33,0.6,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=0.33 n=0.33 nu=0.3 hm=0.6 base=2D_r0_10 prefix=412,,,
413,50,0.2,0.28,0.33,0.7,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=0.28 n=0.33 nu=0.3 hm=0.7 base=2D_r0_10 prefix=413,,,
414,50,0.2,1,0.33,0.2,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1 n=0.33 nu=0.3 hm=0.2 base=2D_r0_10b prefix=414,,,
415,50,0.2,1.33,0.33,0.15,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.33 n=0.33 nu=0.3 hm=0.15 base=2D_r0_10b prefix=415,,,
416,50,0.6,2.4,0.33,0.25,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2.4 n=0.33 nu=0.3 hm=0.25 base=2D_r0_20 prefix=416,,,
417,50,0.6,1.71,0.33,0.35,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.71 n=0.33 nu=0.3 hm=0.35 base=2D_r0_20 prefix=417,,,
418,50,0.6,1.33,0.33,0.45,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.33 n=0.33 nu=0.3 hm=0.45 base=2D_r0_20b prefix=418,,,
419,50,0.6,6,0.33,0.1,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=6 n=0.33 nu=0.3 hm=0.1 base=2D_r0_20b prefix=419,,,
420,50,1,3.33,0.33,0.3,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=3.33 n=0.33 nu=0.3 hm=0.3 base=2D_r0_00b contact_penalty=1e4 prefix=420,,,
421,50,1,2.5,0.33,0.4,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2.5 n=0.33 nu=0.3 hm=0.4 base=2D_r0_00b contact_penalty=1e4 prefix=421,,,
422,50,1,2,0.33,0.5,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2 n=0.33 nu=0.3 hm=0.5 base=2D_r0_00b contact_penalty=1e4 prefix=422,,,
423,50,1,1.66,0.33,0.6,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.66 n=0.33 nu=0.3 hm=0.6 base=2D_r0_00b contact_penalty=1e4 prefix=423,,,
424,50,2,2.85,0.33,0.7,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2.85 n=0.33 nu=0.3 hm=0.7 base=2D_r0_05b prefix=424,,,
425,50,2,10,0.33,0.2,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=10 n=0.33 nu=0.3 hm=0.2 base=2D_r0_05b prefix=425,,,
426,50,2,13.33,0.33,0.15,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=13.33 n=0.33 nu=0.3 hm=0.15 base=2D_r0_05b prefix=426,,,
427,50,2,8,0.33,0.25,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=8 n=0.33 nu=0.3 hm=0.25 base=2D_r0_05b prefix=427,,,
428,90,0.5,1.42,0.33,0.35,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.42 n=0.33 nu=0.3 hm=0.35 base=2D_r0_10b prefix=428,,,
429,90,0.5,1.11,0.33,0.45,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.11 n=0.33 nu=0.3 hm=0.45 base=2D_r0_10b prefix=429,,,
430,90,0.5,5,0.33,0.1,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=5 n=0.33 nu=0.3 hm=0.1 base=2D_r0_10b prefix=430,,,
431,90,0.5,1.66,0.33,0.3,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.66 n=0.33 nu=0.3 hm=0.3 base=2D_r0_10b prefix=431,,,
432,90,1.5,3.75,0.33,0.4,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=3.75 n=0.33 nu=0.3 hm=0.4 base=2D_r0_20b prefix=432,,,
433,90,1.5,3,0.33,0.5,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=3 n=0.33 nu=0.3 hm=0.5 base=2D_r0_20b prefix=433,,,
434,90,1.5,2.5,0.33,0.6,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=2.5 n=0.33 nu=0.3 hm=0.6 base=2D_r0_20b prefix=434,,,
435,90,1.5,2.14,0.33,0.7,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=2.14 n=0.33 nu=0.3 hm=0.7 base=2D_r0_20b prefix=435,,,
436,90,3,15,0.33,0.2,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=15 n=0.33 nu=0.3 hm=0.2 base=2D_r0_00 contact_penalty=1e4 prefix=436,,,
437,90,3,20,0.33,0.15,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=20 n=0.33 nu=0.3 hm=0.15 base=2D_r0_00 contact_penalty=1e4 prefix=437,,,
438,90,3,12,0.33,0.25,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=12 n=0.33 nu=0.3 hm=0.25 base=2D_r0_00 contact_penalty=1e4 prefix=438,,,
439,90,3,8.57,0.33,0.35,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=8.57 n=0.33 nu=0.3 hm=0.35 base=2D_r0_00b contact_penalty=1e4 prefix=439,,,
440,130,1,2.22,0.33,0.45,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.22 n=0.33 nu=0.3 hm=0.45 base=2D_r0_05 prefix=440,,,
441,130,1,10,0.33,0.1,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=10 n=0.33 nu=0.3 hm=0.1 base=2D_r0_05 prefix=441,,,
442,130,1,3.33,0.33,0.3,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=3.33 n=0.33 nu=0.3 hm=0.3 base=2D_r0_05 prefix=442,,,
443,130,1,2.5,0.33,0.4,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.5 n=0.33 nu=0.3 hm=0.4 base=2D_r0_05b prefix=443,,,
444,130,2,4,0.33,0.5,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=4 n=0.33 nu=0.3 hm=0.5 base=2D_r0_10 prefix=444,,,
445,130,2,3.33,0.33,0.6,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=3.33 n=0.33 nu=0.3 hm=0.6 base=2D_r0_10 prefix=445,,,
446,130,2,2.85,0.33,0.7,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.85 n=0.33 nu=0.3 hm=0.7 base=2D_r0_10 prefix=446,,,
447,130,2,10,0.33,0.2,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=10 n=0.33 nu=0.3 hm=0.2 base=2D_r0_10b prefix=447,,,
448,130,3,20,0.33,0.15,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=20 n=0.33 nu=0.3 hm=0.15 base=2D_r0_20 prefix=448,,,
449,130,3,12,0.33,0.25,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=12 n=0.33 nu=0.3 hm=0.25 base=2D_r0_20 prefix=449,,,
450,130,3,8.57,0.33,0.35,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=8.57 n=0.33 nu=0.3 hm=0.35 base=2D_r0_20 prefix=450,,,
451,130,3,6.66,0.33,0.45,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=6.66 n=0.33 nu=0.3 hm=0.45 base=2D_r0_20b prefix=451,,,
452,170,0.3,3,0.33,0.1,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=3 n=0.33 nu=0.3 hm=0.1 base=2D_r0_00 contact_penalty=1e4 prefix=452,,,
453,170,0.3,1,0.33,0.3,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=1 n=0.33 nu=0.3 hm=0.3 base=2D_r0_00b contact_penalty=1e4 prefix=453,,,
454,170,0.3,0.75,0.33,0.4,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.75 n=0.33 nu=0.3 hm=0.4 base=2D_r0_00b contact_penalty=1e4 prefix=454,,,
455,170,0.3,0.6,0.33,0.5,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.6 n=0.33 nu=0.3 hm=0.5 base=2D_r0_00b contact_penalty=1e4 prefix=455,,,
456,170,1.5,2.5,0.33,0.6,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=2.5 n=0.33 nu=0.3 hm=0.6 base=2D_r0_05 prefix=456,,,
457,170,1.5,2.14,0.33,0.7,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=2.14 n=0.33 nu=0.3 hm=0.7 base=2D_r0_05b prefix=457,,,
458,170,1.5,7.5,0.33,0.2,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=7.5 n=0.33 nu=0.3 hm=0.2 base=2D_r0_05b prefix=458,,,
459,170,1.5,10,0.33,0.15,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=10 n=0.33 nu=0.3 hm=0.15 base=2D_r0_05b prefix=459,,,
460,170,3,12,0.33,0.25,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=12 n=0.33 nu=0.3 hm=0.25 base=2D_r0_10 prefix=460,,,
461,170,3,8.57,0.33,0.35,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=8.57 n=0.33 nu=0.3 hm=0.35 base=2D_r0_10b prefix=461,,,
462,170,3,6.66,0.33,0.45,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=6.66 n=0.33 nu=0.3 hm=0.45 base=2D_r0_10b prefix=462,,,
463,170,3,30,0.33,0.1,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=30 n=0.33 nu=0.3 hm=0.1 base=2D_r0_10b prefix=463,,,
464,210,0.3,1,0.33,0.3,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=1 n=0.33 nu=0.3 hm=0.3 base=2D_r0_20 prefix=464,,,
465,210,0.3,0.75,0.33,0.4,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.75 n=0.33 nu=0.3 hm=0.4 base=2D_r0_20b prefix=465,,,
466,210,0.3,0.6,0.33,0.5,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.6 n=0.33 nu=0.3 hm=0.5 base=2D_r0_20b prefix=466,,,
467,210,0.3,0.5,0.33,0.6,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.5 n=0.33 nu=0.3 hm=0.6 base=2D_r0_20b prefix=467,,,
468,210,1.8,2.57,0.33,0.7,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=2.57 n=0.33 nu=0.3 hm=0.7 base=2D_r0_00b contact_penalty=1e4 prefix=468,,,
469,210,1.8,9,0.33,0.2,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=9 n=0.33 nu=0.3 hm=0.2 base=2D_r0_00 contact_penalty=1e4 prefix=469,,,
470,210,1.8,12,0.33,0.15,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=12 n=0.33 nu=0.3 hm=0.15 base=2D_r0_00 contact_penalty=1e4 prefix=470,,,
471,210,1.8,7.2,0.33,0.25,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=7.2 n=0.33 nu=0.3 hm=0.25 base=2D_r0_00 contact_penalty=1e4 prefix=471,,,
472,210,3,8.57,0.33,0.35,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=8.57 n=0.33 nu=0.3 hm=0.35 base=2D_r0_05b prefix=472,,,
473,210,3,6.66,0.33,0.45,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=6.66 n=0.33 nu=0.3 hm=0.45 base=2D_r0_05 prefix=473,,,
474,210,3,30,0.33,0.1,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=30 n=0.33 nu=0.3 hm=0.1 base=2D_r0_05 prefix=474,,,
475,210,3,10,0.33,0.3,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=10 n=0.33 nu=0.3 hm=0.3 base=2D_r0_05 prefix=475,,,
476,24.518,0.036792082,0.09,0.33,0.4,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.518 sy=0.09 n=0.33 nu=0.3 hm=0.4 base=2D_r0_10b prefix=476,,,
477,158.652,0.314353259,0.62,0.33,0.5,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=158.652 sy=0.62 n=0.33 nu=0.3 hm=0.5 base=2D_r0_10 prefix=477,,,
478,23.138,0.08110304,0.13,0.33,0.6,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=23.138 sy=0.13 n=0.33 nu=0.3 hm=0.6 base=2D_r0_10 prefix=478,,,
479,177.128,0.77102177,1.1,0.33,0.7,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=177.128 sy=1.1 n=0.33 nu=0.3 hm=0.7 base=2D_r0_10 prefix=479,,,
480,73.432,0.561384659,2.8,0.33,0.2,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=73.432 sy=2.8 n=0.33 nu=0.3 hm=0.2 base=2D_r0_20b prefix=480,,,
481,83.518,0.698605786,4.65,0.33,0.15,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=83.518 sy=4.65 n=0.33 nu=0.3 hm=0.15 base=2D_r0_20 prefix=481,,,
482,161.724,1.4218142,5.68,0.33,0.25,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=161.724 sy=5.68 n=0.33 nu=0.3 hm=0.25 base=2D_r0_20 prefix=482,,,
483,200.938,1.791465339,5.11,0.33,0.35,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.938 sy=5.11 n=0.33 nu=0.3 hm=0.35 base=2D_r0_20 prefix=483,,,
484,125.17298,1.46212455,3.24,0.33,0.45,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=125.17298 sy=3.24 n=0.33 nu=0.3 hm=0.45 base=2D_r0_00b contact_penalty=1e4 prefix=484,,,
